text;label
подготовка автомобиля к выдаче;0
мойка авто ;0
входной контроль исполнительной документации подрядчиков;0
ведение реестров исполнительной и рабочей документации;1
подготовка документов для электронного документооборота и формирование электронного архива;1
организация хранения и обеспечение сохранности документов поступивших в архив;1
погрузка песка погрузчиком;0
выполнение разных работ;0
выполнение подготовительных работ к покраске автомобиля ;0
развитие сети вендингового оборудования на вверенной территории;0
аудит анализ развитие территории;0
ведение переговоров с ключевыми клиентами;1
работа с документами;1
ведение отчетной документации;0
организует производство строительномонтажных работ в соответствии с проектной документацией строительными нормами и правилами техническими условиями и другими нормативными документами;0
обеспечивает выполнение производственных заданий по вводу объектов в эксплуатацию в установленные сроки;0
обеспечивает выполнение строительностроительномонтажных и пусконаладочных работ по всем показателям с соблюдением проектов производства работ;0
ведет учет выполненных работ;1
работа с готовой базой клиентов;0
теплые и холодные звонки;0
проведение коммерческих переговоров с потенциальными покупателями;0
выезды к потенциальным и существующим потребителям для переговоров и проведения испытаний предлагаемой продукции для решения претензионных споров;0
прием и обработка заказов оформление необходимых документов;1
контроль дебиторской задолженности;0
контроль по заключенным договорам;0
ведение отчетности;1
участие в обеспечении выполнения личного плана продаж и всего отдела;0
участие в проведении выставочных мероприятиях;0
грамотность быстрота написания текстов;0
наличие опубликованных текстов или портфолио;0
работа с базами данных в том числе и с геоданными формирование структуры пространственных баз данных оцифровка объектов правка геометрии и атрибутики данных;0
создание наполнение и публикация картографических сервисов на гиссервере;0
создание и оформление картографических материалов;0
оцифровка картографической информации в тч по материалам дзз;0
креативное оформление наружной рекламы ;0
подготовка технических заданий для производства;0
сортировка древесины и подачи его в станок;0
полуавтоматическая сварка металлоконструкций;0
чтение чертежей различной сложности собираемых узлов ;0
сборка и сварка простых и средней сложности узлов металлоконструкций по чертежам;0
составление дду дупт дкп дополнительных соглашений актов приемапередачи;1
сопровождение их заключения и контроль исполнения;0
взаимодействие с банками с органами и должностными лицами участвующими в;0
оформлении сделок с недвижимостью и сопутствующих процедур;0
консультация клиентов по телефону и в офисе продаж по всем вопросам связанным с;0
заключением и исполнением договоров а также с оформлением сделок с недвижимостью;0
сбор информации документов для подготовки договоров дду дупт дкп дополнительных соглашений актов приемапередачи;1
обеспечение государственной регистрации прав на недвижимое имущество и сделок с ним;0
работа с сервисами электронной регистрации сделок с недвижимостью;0
 коммуникация с клиентами о порядке проведения электронной регистрации сделки;0
 подготовка пакета документов для направления заявки на электронную регистрацию;1
формирование заявления выпуск усиленной квалификационной электронной подписи;0
изготовление гибочных изделий из тонколистового металла для кровли и фасада на гибочном станке;0
выполнение погрузоразгрузочных работ сопутствующих материалов и готовых изделий;0
перевозка людей;0
приготовление напитков по ттк;0
проведение инвентаризаций;0
соблюдение чистоты на рабочем месте;0
прием звонков;1
ведение клиентской базы;1
проведение праздничных мероприятий;0
расчетный счет касса работа с кассовым аппаратом;0
авансовые отчеты;1
материалы основные средства проведение инвентаризации;0
расчеты с поставщиками и покупателями;0
сверка с контрагентами;0
архивирование сканирование документов;1
работа в программах с бп зуп контурэкстерн мобильный банк;0
прочие поручения главного бухгалтера;0
раскрой изделий по лекалам;0
подготовка изделий и кроя к вышивке;0
обработка вышивки и вырезание нашивок;0
дублирование утюжка упаковка готовых изделий;0
изготовлениестачивание готовых текстильных изделий;0
вышивка по ткани на промышленном оборудовании на автоматических вышивальных машинах;0
ведение кадрового делопроизводства;0
формирование личных дел сотрудников внесение изменений в документы связанные с трудовой деятельностью;0
подготовка документов для приема сотрудников;1
ведение табеля учета рабочего времени на сотрудников подразделения;1
составление графика отпусков и контроль его соблюдения;0
учет неявок сотрудников больничных листов;1
частичный поиск и подбор рабочего персонала на вахту;0
контроль за состоянием трудовой дисциплины в подразделении и соблюдением сотрудниками пвтр;0
работа в программе с зуп;0
проведение сухой и влажной уборки;0
вынос мусора;0
заполнение путевых листов на грузовые автомобили;0
списание гсм;0
ведение первичной документации;1
выполнение других функций на период отсутствия главного бухгалтера;0
мытье фасадов зданий;0
обрезка деревьев;0
демонтажные и погрузоразгрузочные работы;0
мы не служба такси ;0
служебная развозка сотрудников из кафе ресторанов кинотеатров на легковых автомобилях никаких пьяных гостей не возим только сотрудников;0
часы работы с до в будние дни с до в выходные и праздничные дни;0
у нас более заведений работы много сотрудники все адекватные;0
это идеальный вариант для спокойной подработки в вечернее время;0
управление самосвалом quotурал некстquot;0
заправка тс топливом смазочными материалами;0
строгое соблюдение требований безопасности и скоростного режима;0
мелкий ремонт тс;0
техническое обслуживание тс;0
оформление путевых листов;1
выдача списание контроль гсм;0
составление отчетов;1
прием пациентов как дежурный врач ;0
ведение пациентов дневного стационара ;0
осмотр пациентов перед постановкой капельниц;0
контроль работы медсестер;0
поддержание режима;0
постановка капельниц;0
наполнение каталогов продукции ;0
посещение торговых точек по маршруту;0
выкладка товара по стандартам;0
размещение ценников рекламных материалов дмп;0
планирование и маршрутизация доставки продукции;0
распределение заказов между водителями с учетом количества упаковок и расположения торговый точек;0
печать на цифоровом принтере xerox;0
предпечатная и постпечатная подготовка;0
резка бумаги визиток листовок;0
настройка оборудования;0
резка на лазере;0
встреча сотрудников компании в хостеле в гтюмень заселение в хостел;0
формирование списков сотрудников планируемых на заезд коммуникация с сотрудниками по заезду;1
координирование сотрудников в аэропорту на выезд на строительные объекты;0
передача информации в центральный офис;0
координация сотрудников при прохождении медицинской комиссии;0
ведение бухгалтерского и налогового учета;1
составление и сдача отчетов в ифнс фсс пфр;1
контроль над финансовохозяйственной деятельности предприятия;1
оформление и учет первичной бухгалтерской документации;1
требуется оператор на дневную и вечернюю смену субботавоскресенье выходной;0
на выписку расходных накладных при отгрузке продукции;0
встреча клиента;0
презентация товара;0
предпродажная подготовка товара;0
консультирование по стилю подбор аксессуаров;1
продажа товара;0
поддержка порядка и чистоты в торговом зале;0
прием и раскладка товара согласно программе;0
ведение переписки в мессенджерах и соцсетях прием входящих звонков встреча пациентов чуткая коммуникация с ними;0
контроль порядка уюта в клинике соблюдение высоких стандартов сервиса;0
работа с кассой;0
грамотное консультирование пациентов по услугам клиники и запись на процедуры к докторам исходящий обзвон записанных пациентов;1
активные продажи косметики бадов и прочей продукции представленной в клинике;0
инвентаризации заказ расходников;0
командная работа на результат c врачами и косметологами;0
составление отчетностей в конце каждой смены;1
ведение электронной и бумажной документации ;1
готовность к постоянному росту изучению большого количества новой информации о врачебной косметологии косметики и эстетической медицине;0
осуществление организации контроль и анализ работы аптеки;0
прием хранение и реализация медикаментов предметов санитарии гигиены и парафармацевтической продукции;0
контроль за соблюдением всех приказов инструкций положений мз рф регламентирующих фармацевтическую деятельность и санитарный режим;0
соблюдение режима аптеки;0
обеспечение необходимого ассортимента товаров;0
контроль товарных запасов;0
контроль розничных цен;0
контроль за сроками реализации товаров;0
обучение персонала работе с документацией регламентирующей фармацевтическую деятельность и кассовую дисциплину;0
проведение плановой инвентаризации товарных запасов осуществление контроля за наличием документации;0
карточка регистрации ккм;0
своевременное и правильное оформление первичной документации;1
оформление табеля учета рабочего времени;1
осуществление контроля за товарами с ограниченным сроком годности;0
управление трактором к применяемым при транспортировке строительных материалов на строительные объекты;0
контроль за погрузкой креплением и разгрузкой транспортных средств;0
размещать информацию о вакансиях;1
заниматься активным поиском достойных кандидатов;0
проводить телефонные интервью ;1
размещать информацию на корпоративном сайте;1
вести необходимую отчетность;1
проверка правильности сборки со снятием эксплуатационных диаграмм и характеристик;0
устранение дефектов обнаруженных при сборке и испытании узлов и механизмов различной сложности;0
испытание узлов и механизмов механической части оборудования на стендах и прессах гидравлического давления;0
сборка узлов и механизмов различной сложности в соответствии с картой технологического процесса;0
размерная обработка и пригонка деталей при помощи типовых приспособлений оснастки и оборудования;0
замеры геометрических параметров обработанной детали;0
подгонка натягов и зазоров центрирование монтируемых деталей узлов и агрегатов;0
поиск клиентов под имеющуюся технику компании ;0
выполнение плана;0
организация по перевозке нефтепродуктов транспортом компании;0
ведение отчетностизаключение договоровдокументооборот;0
подбор заказчиков через ati;0
поиск грузов для лично транспорта по рф;0
согласование тарифов с контрагентами расчет стоимости и рентабельности перевозок;0
уборка общежитий бани су прачечные административные помещения;0
убирать помещения коридоры лестницы прилегающую территориюудалять пыль с мебели ковровых изделий подметать и мыть вручную или с помощью машин и приспособлений стены полы лестницы окна и тдсобирать и транспортировать мусор и отходы в установленное место расставлять урны для мусора очищать и дезинфицировать ихчистить и дезинфицировать санузлы душевые гардеробные и другие места общего пользования раза в месяц проводить генеральную уборку сушильных помещений освобождая их от оставленных и ненужных вещейполучать моющие средства инвентарь и обтирочный материал соблюдать график периодичности уборкисоблюдать правила санитарии и гигиены в убираемых местах обеспечивать соблюдение чистоты и порядка на своем рабочем месте ;0
активный поиск и привлечение клиентов к сотрудничеству ;0
обработка заявок ;1
составление коммерческих предложений выставление счетов и заключение договоров;1
первичная проверка коммерческой надежности потенциального клиента;1
ежедневные продажи нефтепродуктов оптом ;0
организация и контроль отгрузок до подписания документов с ух сторон;0
ведение отчетности по продажам и отгрузкам клиентам компании;1
среднее высшее;0
работа в организации с численностью штата свыше человек в качестве единственного специалиста по охране труда;0
контроль над проведением вводногоповторноговнеплановогоцелевого инструктажей по охране труда;0
организация проведения инструктажей обучения и проверки знаний по охране труда;0
оформление и выдача протоколов по охране труда;1
составление списков профессий и должностей в соответствии с которыми работники должны проходить обязательные предварительные или периодические медицинские осмотры;0
составление списков профессий и должностей в соответствии с которыми работники должны проходить обязательные психиатрические обследования;0
осуществление контроля за состоянием условий труда на рабочем месте;0
организация специальной оценки условий труда контроль за ее проведением;0
организация расследования несчастных случаев на производстве ;0
обеспечение работников нормативными документами правилами типовыми инструкциями;0
составление отчетности по охране труда в органы исполнительной власти государственной статистической отчетности в области охраны труда;0
контроль над обеспечением выдачей средств индивидуальной защиты в соответствии с нормами;0
ежемесячный мониторинг подразделений с целью контроля за соблюдением требований от;0
составление ежемесячной внутренней отчетности;0
разработка интерфейса вебредактора презентаций;0
доработка имеющегося функционала системы;0
разработка нового функционала развитие системы по требованиям от бизнеса;0
участие в разработке архитектуры систем;0
обсуждения технических решений бизнесзадач;0
поддержкарефакторинг существующего кода;0
прокладка кабеля заземление;0
чтение машиностроительных чертежей работа ручной и полуавтоматической сваркой;0
осуществление различных видов исследований скважин глубинными дистанционными и регистрирующими приборами;0
снятие индикаторных кривых и кривых восстановления давления;0
шаблонирование насоснокомрессорных труб отбивка забоя и уровня жидкости в скважинах в тч с искривленным стволом;0
замер газового фактора исследование фонтанных и компрессорных скважин с высоким давлением через специальные лубрикаторы и трапсепараторы с отбором проб жидкостей газа и газоконденсатных смесей;0
производство исследовательских работ по гидропрослушиванию пластов;0
отбор глубинных проб нефти и воды пробоотборником;0
выполнение плана продаж обеспечивание высокого уровня качественных показателей ;0
поиск найм обучение персонала;0
работа с индивидуальными показателями каждого сотрудника и проведение мер на их улучшение;0
разработка мотивация ;0
организация и контроль торгового процесса;0
создание стабильного коллектива и проведение мер уменьшающих текучку персонала;0
урегулирование форсмажорных и конфликтных ситуаций;0
обеспечивание и поддержка высокого уровня обслуживания клиентов;0
поддержка стандартов презентации товара осуществление коммерческого управления визуальным мерчандайзингом;0
организация поставки товара в магазин;0
проведение собраний и обучающих мероприятий;0
планирование организация и проведение мероприятий и конкурсов в поддержку корпоративной религии;0
анализирование продаж работать с отчтностью планами и прогнозами разработка мотивации и система премирования;0
ведение клиентов в соцсетях;0
взаимодействие со всеми структурными подразделениями ;0
взаимодействие с офисом в москве ;0
планирование продаж на неделю месяц квартал на каждый магазин;1
совместная разработка нового концепта и проведение ребрендинга;0
выполнение hrфункции ;0
закупка хознужд;1
создавать дизайнпроекты мебели для заказчиков в программе при отсутствии опыта научим;0
работа с клиентами оформление договоров работа в crm;1
выполнять строповку грузов или специальных вспомогательных приспособлений для производства погрузочноразгрузочных работ совместно с грузоподъмным;0
работа в регистратуре по адресу ул ленина ;1
наличие действующего сертификатааккредитации по специальности quotлабораторная диагностикаquot наличие мед книжки;0
опыт работы от года;0
образование среднее профессиональное;0
своевременное и качественное обеспечение сиз;0
расширение клиентской базы по процессу обеспечения сиз работников гк пао quotгазпром нефтьquot ;0
отработка срочной и внеплановой потребности додивизиона в сиз по закрепленной номенклатуре;0
взаимодействие с еол додивизиона по согласованию лимитов финансирования закупа сиз на плановый период предоставление расчетов потребности в сиз контроль включения лимитов финансирования на списание сиз в бп додивизиона по закрепленной номенклатуре;0
формирование и контроль исполнения заказов на перемещение сиз между салонамимагазинами складами дивизионов;0
оформление заявок организация и контроль вывоза сиз транспортной компанией;0
ведение отчета по реализации сиз контроль исполнения лимитов финансирования;0
управление запасами сиз контроль уровня страхового запаса класса оценки направления и соответствия сппэлементов складских запасов по закрепленным складам;0
контроль пополнения запасов сиз в вендинговых аппаратах формирование отчета пополнения запасов по закрепленным складам;0
проведение расчета центровки на вылетающие рейсы в автоматизированной системе;0
разлив вин крепкого алкоголя кофе чай приготовление коктейлей по тех картам учт и контроль запасов и закупок;0
организация процесса общестроительных работ;0
осуществление процесса строительномонтажных работ в соответствии со строительными нормами и правилами;0
соблюдение графика производства работ;0
контролировать ход выполнения планов строительства соответствие объемов сроков и качества строительномонтажных работ а также применяемых материалов изделий конструкций утвержденной проектносметной документации рабочим чертежам строительным нормам стандартам техническим условиям нормам охраны труда;0
обеспечивать соблюдение сроков производства строительных работ предупреждать и устранять причины могущие повлечь срывы сроков и ухудшение качества строительных работ;0
осуществлять техническую приемку законченных строительномонтажных работ и объектов оформлять необходимую техническую документацию участвовать в работе комиссий по приемке строительных объектов и сдаче их в эксплуатацию;0
учет законченных строительномонтажных работ и подготавливать необходимые данные для составления отчетности и выполнении планов капитального строительства;1
проектирование объектов гражданского строительства жилые здания многоквартирные и индивидуальные общественные здания ;0
проектирование объектов промышленного назначения;0
разработка конструктивных решений;0
разработка проектной и рабочей документации;1
работа с проектной и рабочей документацией с материалами изысканий топографогеодезическими материалами;1
техническое обследование объекта ;0
выполнение расчетов;1
работа с первичной бухгалтерской документацией ;1
работа в фгис меркурий;0
взаимодействовать с поставщиками;0
планировать и организовывать процесс закупок;0
обеспечивать поставки в необходимом количестве соответствующего качества в сроки позволяющие выполнить договоренность с покупателем;0
принимать заказы от отдела продаж;1
поиск и проверка новых поставщиков;0
контроль приемки товара на склад;0
ведение учета всех хозяйственных операций на предприятии;0
формирование бухгалтерской и налоговой отчетности и своевременная передача в ифнс;1
знание в области налогового гражданского и трудового права;0
знание системы налогообложения имущественных налогов;0
уверенное использование профессиональных программ офисных программ ;0
контроль за правильностью оформления хозяйственных операций соблюдением порядка документооборота;0
контроль своевременных перечислений налогов и сборов оплаты труда сотрудникам организаций лизинговых и кредитных платежей;0
обеспечение нормальной работы устройств электроснабжения выполнение оперативного управления устройствами электроснабжения;0
прием заявок на производство работ от руководителя линейного подразделения или дежурного линейного подразделения с оформлением в журнале заявок накануне производства работ;1
проверка заявок на соответствие мероприятий условиям безопасного производства работ состава бригады необходимой для выполнения данной работы и достаточности их квалификации;1
внесение заявок на окна в программе арм фзо контроль назначения руководителя при работе в окно двух подразделений дирекций и использование совмещенных окон по продолжительности более технологии;0
обеспечение максимального по продолжительности использования окон для производства работ на контактной сети и в устройствах электроснабжения;0
билингвальное обучение детей начальных классов;0
приемка размещение отбор выдача тмц;0
участие в инвентаризации;0
осуществляет уборку служебных помещений коридоров лестниц санузлов;0
сбор мусора;0
соблюдает правила санитарии и гигиены в убираемых помещениях;0
посещение гм метро на ул мельникайте ;0
правильное размещение продукции на полках ее ротация и обеспечение доступности ;0
работа с ценниками отслеживание состояния рекламной продукции и замена ее в случае необходимости;0
предоставление отчетности в мобильном приложении;1
работа с личными кабинетами ежедневные отчеты о выходе техники оформление пропусков заявки на обучение страхование людей согласование заездоввыездов на месторождение постановка на учет техники страхование техники поездки по инстанциям передача показаний счетчиков работа с элпочтой заказ канцелярии воды выполнение мелких поручений ;0
обеспечивает исправное состояние безаварийную и надежную работу обслуживаемых устройств и оборудования правильную их эксплуатацию своевременный качественный ремонт в частности;0
разборку капитальный ремонт сборку установку и центровку высоковольтных электрических машин и электроаппаратов различных типов и систем напряжением свыше кв;0
наладку ремонт и регулирование ответственных особо сложных экспериментальных схем технологического оборудования сложных электрических схем автоматических линий а также ответственных и экспериментальных электрических машин электроаппаратов электроприборов и электрических схем уникального и прецизионного металлообрабатывающего оборудования;0
обслуживание наладку и регулирование электрических самопишущих и электронных приборов;0
обслуживание и наладку игнитронных сварочных аппаратов с электроникой ультразвуковых электронных электроимпульсных установок особо сложных дистанционных защит устройств автоматического включения резерва а также сложных схем с применением полупроводниковых установок на транзисторных и логических элементах;0
проверку классов точности измерительных трансформаторов;0
подготовку отремонтированного электрооборудования к сдаче в эксплуатацию;0
развозка хлеба по магазинам;0
погрузка и выгрузка лотков;0
поддержание автомобиля в чистоте и рабочем состоянии;0
работа с сопроводительной документацией;1
эксплуатация крана liebherr ltm при осуществлении строительных монтажных и погрузочноразгрузочных работ безопасное управление краном на объекте выполнения работ;0
подбор и продажа запасных частей для тракторов и сельхозтехнке;0
консультирование покупателей по выбору запасных частей;1
выставление счетов юрлицам;1
обработка запросов клиентов звонки заявки на email;1
оказание услуг консультирование клиентов;1
работа с кассой и терминалом;0
отвечать клиентам в инстаграм;1
входящие и исходящие звонки;1
поддержание чистоты в рабочей зоне ;0
консультирование клиентов по ассортименту аптек соблюдение стандартов обслуживания;1
отпуск рецептурных и безрецептурных лекарственных средств;0
прием маркировка и выкладка аптечного товара;0
контроль сроков годности лекарственных средств;0
соблюдение фармацевтического порядка и санитарногигиенического режима на рабочем месте;0
обеспечение надежной и бесперебойной работы электротепловодогазоснабжения систем водоподготовки очистных сооружений системы вентиляции и кондиционирования системы автоматической противопожарной защиты;0
обеспечение надежной работы безопасной эксплуатации компрессорной станции сжатого воздуха;0
участие в планировании технического обслуживания и ремонтов контроль выполнения ремонтов учет результатов;0
комплексное планирование работ по техническому обслуживанию ремонту модернизации реконструкции и техническому перевооружению оборудования всех обособленных подразделений;0
составление заявок с техническим расчетом на приобретение оборудования материалов;1
учет анализ расхода энергоресурсов предприятия;1
разработка внедрение мероприятий по энергоэффективности и энергосбережению;0
обеспечение объектов энергоресурсами сопровождение договора поставки;0
поиск подрядчиков заключение договоров на услуги курирование договоров;0
взаимодействие с контролирующими государственными органами;0
контроль за соблюдением персоналом обособленных подразделений требований норм и правил в области энергетики;0
ведение документации по опо;1
сборка по накладной и контроль сканированием штрихкода;0
